-29,-5,60
-29,-5,60
-20,-6,60
-17,-6,60
-21,-7,59
-22,-6,59
-22,-6,59
-25,-5,59
-24,-5,59
-23,-5,59
-22,-6,60
-21,-6,59
-21,-6,60
-21,-5,60
-21,-5,60
-19,-4,62
-20,-4,61
-18,-4,62
-19,-5,61
-18,-5,61
-23,-5,60
-20,-5,60
-16,-6,61
-16,-5,60
-19,-5,61
-23,-4,60
-21,-5,61
-18,-5,61
-19,-5,61
-22,-5,59
-21,-5,59
-21,-5,60
-22,-4,60
-22,-4,60
-22,-4,60
-22,-4,60
-23,-4,60
-22,-4,60
-21,-5,60
-22,-4,60
-23,-4,59
-23,-4,60
-23,-5,61
-21,-5,58
-19,-5,59
-24,-5,64
-26,-5,62
-21,-4,60
-24,-4,61
-28,-4,58
-20,-4,57
-17,-6,59
-25,-7,62
-26,-8,63
-23,-7,63
-21,-8,61
-18,-10,58
-20,-12,55
-18,-12,54
-18,-12,54
-22,-10,60
-19,-6,62
-14,-5,62
-15,-4,64
-15,-5,65
-11,-7,64
-11,-8,63
-11,-10,62
-11,-10,60
-8,-11,57
-14,-8,61
-11,-8,58
-9,-2,64
-26,-1,72
-29,1,69
-21,0,65
-17,-4,58
-18,-5,57
-20,-7,57
-16,-6,58
-21,-5,59
-24,-3,63
-23,-3,63
-22,-3,61
-26,-2,60
-23,-3,60
-21,-4,59
-24,-5,59
-24,-4,60
-25,-5,59
-29,-6,55
-29,-7,53
-28,-5,54
-29,-4,55
-30,-3,57
-31,-3,57
-32,-3,56
-31,-3,56
-30,-2,57
-28,-2,58
-28,-2,60
-28,-2,59
-29,-3,59
-33,-3,56
-30,-3,56
-27,-3,57
-29,-2,57
-31,-3,58
-30,-4,57
-29,-4,56
-29,-4,56
-29,-4,55
-29,-4,54
-30,-4,54
-29,-4,53
-29,-3,57
-29,-3,59
-26,-1,62
-24,-1,62
-23,-1,61
-21,-1,61
-21,-4,58
-22,-4,57
-26,-3,57
-26,-3,57
-25,-1,58
-23,0,59
-22,0,59
-18,0,59
-17,0,58
-24,2,58
-32,4,57
-44,8,54
-44,8,53
-36,6,53
-32,7,55
-32,8,55
-33,9,54
-33,9,55
-42,8,53
-38,8,53
-25,7,59
-23,7,58
-26,8,56
-29,6,56
-26,5,57
-19,6,60
-19,6,60
-25,7,59
-29,8,58
-33,9,57
-33,9,56
-31,8,56
-30,8,55
-29,7,55
-26,7,56
-30,7,55
-41,9,52
-41,9,52
-33,8,55
-31,7,55
-32,6,54
-32,7,54
-32,7,53
-34,8,53
-34,8,53
-36,8,53
-36,8,53
-35,8,54
-33,7,54
-33,7,54
-33,7,53
-33,7,53
-33,7,53
-33,7,53
-34,8,52
-34,8,52
-34,9,53
-33,10,54
-33,11,55
-32,12,58
-31,12,58
-29,11,58
-29,10,57
-29,10,56
-30,10,55
-31,10,54
-32,10,54
-33,11,54
-33,11,54
-32,11,54
-32,10,55
-31,10,55
-31,10,56
-30,11,57
-28,10,56
-29,10,56
-30,9,55
-31,10,57
-31,11,58
-29,11,58
-30,10,59
-39,12,58
-42,14,57
-43,15,60
-31,15,68
-27,13,70
-14,2,65
-4,-1,60
-6,-7,57
-10,-12,55
-3,-13,50
-4,-11,48
-11,-8,49
-12,-6,45
-18,-4,48
-13,0,56
-13,-1,59
-11,-1,68
-7,1,69
-5,2,67
-4,1,63
-8,0,56
-17,-2,82
-6,-4,55
6,0,76
-26,3,67
-26,-6,48
-19,-3,56
-27,1,61
-37,2,59
-23,1,60
-19,1,63
-18,1,62
-20,2,62
-21,1,61
-21,3,61
-20,4,62
-19,5,60
-21,4,59
-29,2,57
-32,1,55
-33,1,54
-32,1,55
-31,1,56
-30,2,56
-30,2,56
-31,2,56
-32,1,55
-31,2,56
-32,1,55
-30,1,56
-29,2,57
-29,2,57
-29,2,57
-28,2,57
-25,2,59
-25,2,59
-24,2,59
-25,2,59
-27,2,58
-26,2,58
-27,2,58
-26,2,58
-26,1,58
-29,1,58
-27,2,58
-24,1,59
-24,1,59
-26,1,58
-24,0,59
-24,0,59
-26,0,58
-25,0,58
-25,0,59
-27,0,58
-25,0,59
-26,0,59
-27,0,58
-25,0,58
-25,0,59
-27,0,58
-25,0,58
-25,3,59
-26,-2,58
-25,-2,59
-22,2,60
-26,0,59
-25,0,59
-23,0,59
-28,0,58
-24,1,59
-22,1,60
-25,0,59
-25,1,58
-24,1,58
-26,-2,58
-19,3,61
-21,3,60
-28,-1,57
-24,1,60
-23,5,56
-24,-2,58
-10,11,65
-6,19,64
-28,3,58
-27,1,61
-27,4,61
-26,7,59
-25,7,60
-23,6,63
-21,4,65
-29,0,69
-24,15,71
-1,-38,40
-26,2,60
-25,2,57
-28,1,59
-25,0,59
-23,0,60
-25,0,59
-27,1,57
-26,1,58
-26,0,59
-25,0,59
-26,0,58
-26,0,58
-26,0,58
-25,0,59
-26,0,59
-26,0,58
-26,0,58
-25,0,59
-26,0,58
-26,0,58
-26,0,58
-25,0,58
-26,0,59
-25,0,59
-26,0,58
-26,0,59
-25,0,59
-26,0,59
-26,0,58
-25,0,59
-26,0,58
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-26,0,59
-25,0,59
-25,0,58
-26,0,59
-26,0,59
-25,0,59
-26,0,59
-26,0,59
-26,0,58
-26,0,59
-26,0,58
-25,0,59
-25,0,58
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-26,-1,58
-26,0,58
-26,0,59
-26,0,59
-26,0,58
-26,0,58
-25,0,59
-25,0,59
-25,0,59
-26,0,58
-26,0,58
-26,0,58
-25,0,58
-26,0,59
-26,0,59
-26,0,59
-25,0,59
-25,0,59
-25,0,59
-24,0,59
-24,0,59
-24,0,59
-25,0,59
-26,0,59
-26,0,58
-26,0,58
-26,0,59
-26,0,58
-26,0,58
-26,0,58
-26,0,58
-26,0,59
-25,0,59
-25,0,59
-24,0,59
-24,0,59
-25,0,59
-25,0,59
-26,0,58
-26,0,58
-26,0,58
-26,0,58
-26,0,59
-26,0,58
-26,0,59
-26,0,58
-26,0,59
-26,0,59
-25,0,59
-25,0,59
-25,0,59
-26,0,58
-26,0,58
-26,0,58
-27,0,58
-27,0,58
-26,0,59
-26,0,58
-25,0,58
-25,0,59
-25,0,59
-26,0,59
-25,0,58
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-25,0,59
-26,0,58
-26,0,58
-26,0,58
-26,0,58
-27,0,58
-26,0,58
-26,0,59
-26,0,59
-26,0,59
-25,0,59
